utc_timestamp,season,split,price_eur_per_mwh,load_mwh
2024-04-02T00:00:00+00:00,spring,confirmation,30.804784,1963.538130
2024-04-02T01:00:00+00:00,spring,confirmation,32.797885,1992.396951
2024-04-02T02:00:00+00:00,spring,confirmation,34.326908,2024.050805
2024-04-02T03:00:00+00:00,spring,confirmation,35.533013,2054.142177
2024-04-02T04:00:00+00:00,spring,confirmation,36.673205,2081.346798
2024-04-02T05:00:00+00:00,spring,confirmation,38.009213,2107.254368
2024-04-02T06:00:00+00:00,spring,confirmation,39.696042,2135.323954
2024-04-02T07:00:00+00:00,spring,confirmation,41.702906,2169.236241
2024-04-02T08:00:00+00:00,spring,confirmation,43.790295,2211.133356
2024-04-02T09:00:00+00:00,spring,confirmation,45.551473,2260.270742
2024-04-02T10:00:00+00:00,spring,confirmation,46.508846,2312.495133
2024-04-02T11:00:00+00:00,spring,confirmation,46.240260,2360.737726
2024-04-02T12:00:00+00:00,spring,confirmation,44.501519,2396.432690
2024-04-02T13:00:00+00:00,spring,confirmation,41.311660,2411.513361
2024-04-02T14:00:00+00:00,spring,confirmation,36.976805,2400.471620
2024-04-02T15:00:00+00:00,spring,confirmation,32.044234,2361.935629
2024-04-02T16:00:00+00:00,spring,confirmation,27.196538,2299.336186
2024-04-02T17:00:00+00:00,spring,confirmation,23.111435,2220.462791
2024-04-02T18:00:00+00:00,spring,confirmation,20.321913,2135.995911
2024-04-02T19:00:00+00:00,spring,confirmation,19.111340,2057.366473
2024-04-02T20:00:00+00:00,spring,confirmation,19.469042,1994.466887
2024-04-02T21:00:00+00:00,spring,confirmation,21.116142,1953.774121
2024-04-02T22:00:00+00:00,spring,confirmation,23.593127,1937.334909
2024-04-02T23:00:00+00:00,spring,confirmation,26.384842,1942.835802
2024-04-03T00:00:00+00:00,spring,confirmation,29.049257,1964.697007
2024-04-03T01:00:00+00:00,spring,confirmation,31.316140,1995.864511
2024-04-03T02:00:00+00:00,spring,confirmation,33.130542,2029.799911
2024-04-03T03:00:00+00:00,spring,confirmation,34.631390,2062.127834
2024-04-03T04:00:00+00:00,spring,confirmation,36.073381,2091.506508
2024-04-03T05:00:00+00:00,spring,confirmation,37.715881,2119.508616
2024-04-03T06:00:00+00:00,spring,confirmation,39.711499,2149.576836
2024-04-03T07:00:00+00:00,spring,confirmation,42.027031,2185.376207
2024-04-03T08:00:00+00:00,spring,confirmation,44.420551,2229.034089
2024-04-03T09:00:00+00:00,spring,confirmation,46.482928,2279.792146
2024-04-03T10:00:00+00:00,spring,confirmation,47.734209,2333.484425
2024-04-03T11:00:00+00:00,spring,confirmation,47.749941,2383.030637
2024-04-03T12:00:00+00:00,spring,confirmation,46.283704,2419.854748
2024-04-03T13:00:00+00:00,spring,confirmation,43.352400,2435.881256
2024-04-03T14:00:00+00:00,spring,confirmation,39.260128,2425.594641
2024-04-03T15:00:00+00:00,spring,confirmation,34.552271,2387.617153
2024-04-03T16:00:00+00:00,spring,confirmation,29.909660,2325.375221
2024-04-03T17:00:00+00:00,spring,confirmation,26.008407,2246.655546
2024-04-03T18:00:00+00:00,spring,confirmation,23.380064,2162.137393
2024-04-03T19:00:00+00:00,spring,confirmation,22.306734,2083.252089
2024-04-03T20:00:00+00:00,spring,confirmation,22.776673,2019.894047
2024-04-03T21:00:00+00:00,spring,confirmation,24.510121,1978.543822
2024-04-03T22:00:00+00:00,spring,confirmation,27.046893,1961.253296
2024-07-01T00:00:00+00:00,summer,development,52.587983,1886.418009
2024-07-01T01:00:00+00:00,summer,development,54.677280,1916.315338
2024-07-01T02:00:00+00:00,summer,development,56.287790,1948.820506
2024-07-01T03:00:00+00:00,summer,development,57.560037,1979.569337
2024-07-01T04:00:00+00:00,summer,development,58.750506,2007.232414
2024-07-01T05:00:00+00:00,summer,development,60.120532,2033.395850
2024-07-01T06:00:00+00:00,summer,development,61.824856,2061.516710
2024-07-01T07:00:00+00:00,summer,development,63.832555,2095.275276
2024-07-01T08:00:00+00:00,summer,development,65.904111,2136.814880
2024-07-01T09:00:00+00:00,summer,development,67.632912,2185.393763
2024-07-01T10:00:00+00:00,summer,development,68.541618,2236.863028
2024-07-01T11:00:00+00:00,summer,development,68.208456,2284.159784
2024-07-01T12:00:00+00:00,summer,development,66.389736,2318.725601
2024-07-01T13:00:00+00:00,summer,development,63.105119,2332.502653
2024-07-01T14:00:00+00:00,summer,development,58.661470,2319.993024
2024-07-01T15:00:00+00:00,summer,development,53.606921,2279.836362
2024-07-01T16:00:00+00:00,summer,development,48.625016,2215.476152
2024-07-01T17:00:00+00:00,summer,development,44.394524,2134.715672
2024-07-01T18:00:00+00:00,summer,development,41.449573,2048.250160
2024-07-01T19:00:00+00:00,summer,development,40.074743,1967.526183
2024-07-01T20:00:00+00:00,summer,development,40.260650,1902.452545
2024-07-01T21:00:00+00:00,summer,development,41.729758,1859.523227
2024-07-01T22:00:00+00:00,summer,development,44.023950,1840.802470
2024-07-01T23:00:00+00:00,summer,development,46.629500,1843.994679
2024-07-02T00:00:00+00:00,summer,confirmation,49.105834,1863.538130
2024-07-02T01:00:00+00:00,summer,confirmation,51.184194,1892.396951
2024-07-02T02:00:00+00:00,summer,confirmation,52.811106,1924.050805
2024-07-02T03:00:00+00:00,summer,confirmation,54.126963,1954.142177
2024-07-02T04:00:00+00:00,summer,confirmation,55.387912,1981.346798
2024-07-02T05:00:00+00:00,summer,confirmation,56.854735,2007.254368
2024-07-02T06:00:00+00:00,summer,confirmation,58.681414,2035.323954
2024-07-02T07:00:00+00:00,summer,confirmation,60.836070,2069.236241
2024-07-02T08:00:00+00:00,summer,confirmation,63.078035,2111.133356
2024-07-02T09:00:00+00:00,summer,confirmation,64.999363,2160.270742
2024-07-02T10:00:00+00:00,summer,confirmation,66.121207,2212.495133
2024-07-02T11:00:00+00:00,summer,confirmation,66.020126,2260.737726
2024-07-02T12:00:00+00:00,summer,confirmation,64.450613,2296.432690
2024-07-02T13:00:00+00:00,summer,confirmation,61.430380,2311.513361
2024-07-02T14:00:00+00:00,summer,confirmation,57.264222,2300.471620
2024-07-02T15:00:00+00:00,summer,confirmation,52.498099,2261.935629
2024-07-02T16:00:00+00:00,summer,confirmation,47.813298,2199.336186
2024-07-02T17:00:00+00:00,summer,confirmation,43.886263,2120.462791
2024-07-02T18:00:00+00:00,summer,confirmation,41.248746,2035.995911
2024-07-02T19:00:00+00:00,summer,confirmation,40.182923,1957.366473
2024-07-02T20:00:00+00:00,summer,confirmation,40.676990,1894.466887
2024-07-02T21:00:00+00:00,summer,confirmation,42.451000,1853.774121
2024-07-02T22:00:00+00:00,summer,confirmation,45.044448,1837.334909
2024-07-02T23:00:00+00:00,summer,confirmation,47.941268,1842.835802
2024-07-03T00:00:00+00:00,summer,confirmation,50.698606,1864.697007
2024-07-03T01:00:00+00:00,summer,confirmation,53.045505,1895.864511
2024-07-03T02:00:00+00:00,summer,confirmation,54.926387,1929.799911
2024-07-03T03:00:00+00:00,summer,confirmation,56.479660,1962.127834
2024-07-03T04:00:00+00:00,summer,confirmation,57.959612,1991.506508
2024-07-03T05:00:00+00:00,summer,confirmation,59.625310,2019.508616
2024-07-03T06:00:00+00:00,summer,confirmation,61.629182,2049.576836
2024-07-03T07:00:00+00:00,summer,confirmation,63.937960,2085.376207
2024-07-03T08:00:00+00:00,summer,confirmation,66.309771,2129.034089
2024-07-03T09:00:00+00:00,summer,confirmation,68.335651,2179.792146
2024-07-03T10:00:00+00:00,summer,confirmation,69.535936,2233.484425
2024-07-03T11:00:00+00:00,summer,confirmation,69.486572,2283.030637
2024-07-03T12:00:00+00:00,summer,confirmation,67.941646,2319.854748
2024-07-03T13:00:00+00:00,summer,confirmation,64.918679,2335.881256
2024-07-03T14:00:00+00:00,summer,confirmation,60.722485,2325.594641
2024-07-03T15:00:00+00:00,summer,confirmation,55.899261,2287.617153
2024-07-03T16:00:00+00:00,summer,confirmation,51.130741,2225.375221
2024-07-03T17:00:00+00:00,summer,confirmation,47.094023,2146.655546
2024-07-03T18:00:00+00:00,summer,confirmation,44.321718,2062.137393
2024-07-03T19:00:00+00:00,summer,confirmation,43.097056,1983.252089
2024-07-03T20:00:00+00:00,summer,confirmation,43.409477,1919.894047
2024-07-03T21:00:00+00:00,summer,confirmation,44.980456,1878.543822
2024-07-03T22:00:00+00:00,summer,confirmation,47.351077,1861.253296
2024-10-01T00:00:00+00:00,autumn,development,38.051628,2086.418009
2024-10-01T01:00:00+00:00,autumn,development,40.045504,2116.315338
2024-10-01T02:00:00+00:00,autumn,development,41.573364,2148.820506
2024-10-01T03:00:00+00:00,autumn,development,42.776378,2179.569337
2024-10-01T04:00:00+00:00,autumn,development,43.911574,2207.232414
2024-10-01T05:00:00+00:00,autumn,development,45.240720,2233.395850
2024-10-01T06:00:00+00:00,autumn,development,46.918875,2261.516710
2024-10-01T07:00:00+00:00,autumn,development,48.915322,2295.275276
2024-10-01T08:00:00+00:00,autumn,development,50.990631,2336.814880
2024-10-01T09:00:00+00:00,autumn,development,52.738161,2385.393763
2024-10-01T10:00:00+00:00,autumn,development,53.680425,2436.863028
2024-10-01T11:00:00+00:00,autumn,development,53.395387,2484.159784
2024-10-01T12:00:00+00:00,autumn,development,51.638980,2518.725601
2024-10-01T13:00:00+00:00,autumn,development,48.430379,2532.502653
2024-10-01T14:00:00+00:00,autumn,development,44.075853,2519.993024
2024-10-01T15:00:00+00:00,autumn,development,39.122837,2479.836362
2024-10-01T16:00:00+00:00,autumn,development,34.254080,2415.476152
2024-10-01T17:00:00+00:00,autumn,development,30.147464,2334.715672
2024-10-01T18:00:00+00:00,autumn,development,27.336150,2248.250160
2024-10-01T19:00:00+00:00,autumn,development,26.103671,2167.526183
2024-10-01T20:00:00+00:00,autumn,development,26.439529,2102.452545
2024-10-01T21:00:00+00:00,autumn,development,28.065014,2059.523227
2024-10-01T22:00:00+00:00,autumn,development,30.520785,2040.802470
2024-10-01T23:00:00+00:00,autumn,development,33.291853,2043.994679
2024-10-02T00:00:00+00:00,autumn,confirmation,35.936348,2063.538130
2024-10-02T01:00:00+00:00,autumn,confirmation,38.184195,2092.396951
2024-10-02T02:00:00+00:00,autumn,confirmation,39.980593,2124.050805
2024-10-02T03:00:00+00:00,autumn,confirmation,41.464611,2154.142177
2024-10-02T04:00:00+00:00,autumn,confirmation,42.891077,2181.346798
2024-10-02T05:00:00+00:00,autumn,confirmation,44.519479,2207.254368
2024-10-02T06:00:00+00:00,autumn,confirmation,46.502536,2235.323954
2024-10-02T07:00:00+00:00,autumn,confirmation,48.807143,2269.236241
2024-10-02T08:00:00+00:00,autumn,confirmation,51.191459,2311.133356
2024-10-02T09:00:00+00:00,autumn,confirmation,53.246424,2360.270742
2024-10-02T10:00:00+00:00,autumn,confirmation,54.492144,2412.495133
2024-10-02T11:00:00+00:00,autumn,confirmation,54.504211,2460.737726
2024-10-02T12:00:00+00:00,autumn,confirmation,53.036230,2496.432690
2024-10-02T13:00:00+00:00,autumn,confirmation,50.105120,2511.513361
2024-10-02T14:00:00+00:00,autumn,confirmation,46.014978,2500.471620
2024-10-02T15:00:00+00:00,autumn,confirmation,41.311169,2461.935629
2024-10-02T16:00:00+00:00,autumn,confirmation,36.674492,2399.336186
2024-10-02T17:00:00+00:00,autumn,confirmation,32.781015,2320.462791
2024-10-02T18:00:00+00:00,autumn,confirmation,30.162226,2235.995911
2024-10-02T19:00:00+00:00,autumn,confirmation,29.100156,2157.366473
2024-10-02T20:00:00+00:00,autumn,confirmation,29.582971,2094.466887
2024-10-02T21:00:00+00:00,autumn,confirmation,31.330812,2053.774121
2024-10-02T22:00:00+00:00,autumn,confirmation,33.883380,2037.334909
2024-10-02T23:00:00+00:00,autumn,confirmation,36.724927,2042.835802
2024-10-03T00:00:00+00:00,autumn,confirmation,39.413032,2064.697007
2024-10-03T01:00:00+00:00,autumn,confirmation,41.677280,2095.864511
2024-10-03T02:00:00+00:00,autumn,confirmation,43.462742,2129.799911
2024-10-03T03:00:00+00:00,autumn,confirmation,44.908570,2162.127834
2024-10-03T04:00:00+00:00,autumn,confirmation,46.269893,2191.506508
2024-10-03T05:00:00+00:00,autumn,confirmation,47.806708,2219.508616
2024-10-03T06:00:00+00:00,autumn,confirmation,49.672451,2249.576836
2024-10-03T07:00:00+00:00,autumn,confirmation,51.834934,2285.376207
2024-10-03T08:00:00+00:00,autumn,confirmation,54.053431,2329.034089
2024-10-03T09:00:00+00:00,autumn,confirmation,55.920178,2379.792146
2024-10-03T10:00:00+00:00,autumn,confirmation,56.956754,2433.484425
2024-10-03T11:00:00+00:00,autumn,confirmation,56.740387,2483.030637
2024-10-03T12:00:00+00:00,autumn,confirmation,55.026472,2519.854748
2024-10-03T13:00:00+00:00,autumn,confirmation,51.833852,2535.881256
2024-10-03T14:00:00+00:00,autumn,confirmation,47.468670,2525.594641
2024-10-03T15:00:00+00:00,autumn,confirmation,42.478443,2487.617153
2024-10-03T16:00:00+00:00,autumn,confirmation,37.546214,2425.375221
2024-10-03T17:00:00+00:00,autumn,confirmation,33.350361,2346.655546
2024-10-03T18:00:00+00:00,autumn,confirmation,30.424742,2262.137393
2024-10-03T19:00:00+00:00,autumn,confirmation,29.053787,2183.252089
2024-10-03T20:00:00+00:00,autumn,confirmation,29.228079,2119.894047
2024-10-03T21:00:00+00:00,autumn,confirmation,30.670174,2078.543822
2024-10-03T22:00:00+00:00,autumn,confirmation,32.922167,2061.253296
