utc_timestamp,price_eur_per_mwh,load_mwh,split
2024-01-05T21:00:00+00:00,25.532226,1899.312942,confirmation
2024-01-05T22:00:00+00:00,26.116046,1860.989026,confirmation
2024-01-05T23:00:00+00:00,27.621722,1837.557677,confirmation
2024-01-06T00:00:00+00:00,29.957015,1830.717968,confirmation
2024-01-06T01:00:00+00:00,32.972913,1841.047228,confirmation
2024-01-06T02:00:00+00:00,36.473772,1867.961486,confirmation
2024-01-06T03:00:00+00:00,40.230627,1909.755037,confirmation
2024-01-06T04:00:00+00:00,43.996778,1963.716445,confirmation
2024-01-06T05:00:00+00:00,47.524583,2026.313052,confirmation
2024-01-06T06:00:00+00:00,50.582321,2093.431458,confirmation
2024-01-06T07:00:00+00:00,52.969963,2160.657545,confirmation
2024-01-06T08:00:00+00:00,54.532790,2223.576991,confirmation
2024-01-06T09:00:00+00:00,55.171921,2278.075781,confirmation
2024-01-06T10:00:00+00:00,54.851036,2320.620236,confirmation
2024-01-06T11:00:00+00:00,53.598838,2348.497488,confirmation
2024-01-06T12:00:00+00:00,51.507087,2360.000000,confirmation
2024-01-06T13:00:00+00:00,48.724329,2354.541568,confirmation
2024-01-06T14:00:00+00:00,45.445765,2332.696890,confirmation
2024-01-06T15:00:00+00:00,41.899937,2296.162021,confirmation
2024-01-06T16:00:00+00:00,38.333143,2247.638389,confirmation
2024-01-06T17:00:00+00:00,34.992646,2190.648297,confirmation
2024-01-06T18:00:00+00:00,32.109809,2129.294476,confirmation
2024-01-06T19:00:00+00:00,29.884330,2067.980070,confirmation
2024-01-06T20:00:00+00:00,28.470618,2011.108146,confirmation
2024-01-06T21:00:00+00:00,27.967272,1962.781209,confirmation
2024-01-06T22:00:00+00:00,28.410351,1926.521190,confirmation
2024-01-06T23:00:00+00:00,29.770921,1905.028992,confirmation
